Ligand;Grid;Run;dG;VS
CP-2;50;4;-5.62731;-6.74302
CP-2;50;5;-5.556;-6.63398
CP-2;50;6;-4.20525;-5.96558
CP-2;50;7;-4.25031;-5.59819
CP-2;50;8;-5.71886;-6.77882
CP-2;50;9;-5.56111;-6.58724
CP-2;50;10;-4.39524;-5.85591
CP-2;6;1;-4.98127;-5.93606
CP-2;6;2;-5.04759;-5.97248
CP-2;6;3;-4.95983;-5.88169
CP-2;6;4;-4.19578;-5.39251
CP-2;6;5;-5.04449;-6.04335
CP-2;6;6;-4.85329;-5.87033
CP-2;6;7;-4.65258;-5.58519
CP-2;6;8;-5.02292;-5.98964
CP-2;6;9;-4.47552;-5.49784
CP-2;6;10;-5.07081;-6.06529
CP-2;7;1;-6.11334;-7.09784
CP-2;7;2;-5.8604;-6.70784
CP-2;7;3;-5.57462;-6.43237
CP-2;7;4;-6.269;-7.06991
CP-2;7;5;-6.15437;-6.92006
CP-2;7;6;-6.1643;-7.03236
CP-2;7;7;-5.96245;-6.96876
CP-2;7;8;-6.27736;-7.21742
CP-2;7;9;-6.07609;-6.81456
CP-2;7;10;-5.97357;-6.80461
CP-2;8;1;-4.99564;-5.93311
CP-2;8;2;-5.21186;-6.11232
CP-2;8;3;-5.18685;-6.20948
CP-2;8;4;-5.56914;-6.26314
CP-2;8;5;-5.16492;-5.83298
CP-2;8;6;-5.47785;-6.30726
CP-2;8;7;-5.45539;-6.2902
CP-2;8;8;-5.22613;-6.12489
CP-2;8;9;-5.47339;-6.31342
CP-2;8;10;-5.46044;-6.19974
CP-2;9;1;-4.50921;-5.52638
CP-2;9;2;-5.61633;-6.62979
CP-2;9;3;-4.77972;-5.6794
CP-2;9;4;-4.90322;-5.79734
CP-2;9;5;-4.74527;-5.79886
CP-2;9;6;-4.11723;-5.30315
CP-2;9;7;-4.82057;-5.7218
CP-2;9;8;-4.71642;-5.7658
CP-2;9;9;-5.39608;-6.41981
CP-2;9;10;-4.95943;-5.85948
CP-3;0;1;-7.46087;-9.58481
CP-3;0;2;-6.78347;-8.66406
CP-3;0;3;-7.54785;-9.48053
CP-3;0;4;-8.20256;-9.83526
CP-3;0;5;-7.59013;-9.58423
CP-3;0;6;-6.87372;-8.54141
CP-3;0;7;-7.8871;-9.91391
CP-3;0;8;-7.0899;-8.86827
CP-3;0;9;-7.0501;-8.78963
CP-3;0;10;-6.91825;-8.63845
CP-3;1;1;-3.93213;-5.37583
CP-3;1;2;-4.05589;-5.53481
CP-3;1;3;-4.18098;-5.47125
CP-3;1;4;-4.49228;-5.95141
CP-3;1;5;-4.64566;-6.13045
CP-3;1;6;-3.6291;-5.24322
CP-3;1;7;-4.83309;-6.40522
CP-3;1;8;-4.05383;-5.55275
CP-3;1;9;-3.86044;-5.21324
CP-3;1;10;-4.1448;-5.52407
CP-3;10;1;-5.63485;-7.6201
CP-3;10;2;-5.6785;-7.19045
CP-3;10;3;-5.09589;-6.71817
CP-3;10;4;-6.45811;-8.11236
CP-3;10;5;-5.82431;-7.16174
CP-3;10;6;-5.80735;-7.31072
CP-3;10;7;-4.48341;-6.30404
CP-3;10;8;-5.22185;-7.38075
CP-3;10;9;-5.34317;-7.01899
CP-3;10;10;-5.31757;-6.78394
CP-3;11;1;-3.59232;-5.34344
CP-3;11;2;-3.43522;-4.8565
CP-3;11;3;-4.14779;-5.58757
CP-3;11;4;-4.17252;-5.5429
CP-3;11;5;-3.28266;-5.03669
CP-3;11;6;-4.04728;-5.28366
CP-3;11;7;-3.72983;-5.34324
CP-3;11;8;-4.0344;-5.6351
CP-3;11;9;-3.75421;-5.13691
CP-3;11;10;-2.93081;-4.78588
CP-3;12;1;-3.95023;-5.22898
CP-3;12;2;-3.56102;-4.95299
CP-3;12;3;-4.30954;-5.88227
CP-3;12;4;-3.68954;-5.0969
CP-3;12;5;-3.88768;-5.58434
CP-3;12;6;-4.17828;-5.41102
CP-3;12;7;-4.21859;-5.50225
CP-3;12;8;-3.65125;-5.2741
CP-3;12;9;-3.97696;-5.1519
CP-3;12;10;-4.05062;-5.10915
CP-3;13;1;-3.89345;-5.13477
CP-3;13;2;-3.7041;-5.38003
CP-3;13;3;-2.88153;-4.63626
CP-3;13;4;-3.09448;-4.56414
CP-3;13;5;-3.20824;-5.22094
CP-3;13;6;-2.39903;-4.3125
CP-3;13;7;-3.51588;-5.23947
CP-3;13;8;-3.66931;-5.08486
CP-3;13;9;-3.92398;-5.37199
CP-3;13;10;-3.50976;-5.10741
CP-3;14;1;-4.54001;-6.12375
CP-3;14;2;-4.60519;-6.36568
CP-3;14;3;-3.99726;-6.29073
CP-3;14;4;-3.91936;-6.32674
CP-3;14;5;-4.52095;-6.21108
CP-3;14;6;-4.9298400000000004;-6.423
CP-3;14;7;-4.11101;-6.25161
CP-3;14;8;-3.91526;-6.35103
CP-3;14;9;-4.51854;-6.46728
CP-3;14;10;-4.162;-6.27862
CP-3;15;1;-4.3213800000000004;-6.08696
CP-3;15;2;-4.48255;-6.21207
CP-3;15;3;-4.5495;-6.32503
CP-3;15;4;-4.42056;-5.96732
CP-3;15;5;-4.10553;-5.93422
CP-3;15;6;-4.70853;-6.29364
CP-3;15;7;-4.4289;-6.11868
CP-3;15;8;-4.23481;-5.98101
CP-3;15;9;-4.5696;-6.24278
CP-3;15;10;-4.89591;-6.92183
CP-3;16;1;-4.31459;-6.1329
CP-3;16;2;-3.63647;-5.78137
CP-3;16;3;-3.35257;-5.47787
CP-3;16;4;-5.83164;-7.01716
CP-3;16;5;-3.59604;-5.85734
CP-3;16;6;-3.86679;-6.17372
CP-3;16;7;-4.19078;-5.95541
CP-3;16;8;-5.20613;-6.64943
CP-3;16;9;-3.5865;-5.75337
CP-3;16;10;-5.29067;-6.93636
CP-3;17;1;-6.28529;-8.03087
CP-3;17;2;-4.70618;-7.05921
CP-3;17;3;-6.09173;-7.66441
CP-3;17;4;-6.31816;-7.62349
CP-3;17;5;-6.68207;-7.96115
CP-3;17;6;-6.42019;-7.43963
CP-3;17;7;-5.92897;-7.4617000000000004
CP-3;17;8;-5.144;-6.96075
CP-3;17;9;-5.3767;-6.93194
CP-3;17;10;-5.34934;-7.182
CP-3;18;1;-4.98827;-6.23332
CP-3;18;2;-4.75329;-6.35634
CP-3;18;3;-4.47313;-6.00035
CP-3;18;4;-5.08104;-6.32386
CP-3;18;5;-4.83935;-6.50189
CP-3;18;6;-5.08343;-6.27472
CP-3;18;7;-4.42677;-6.1032
CP-3;18;8;-5.02069;-6.73542
CP-3;18;9;-4.97105;-6.19409
CP-3;18;10;-4.55873;-5.91418
CP-3;19;1;-5.0437;-6.33439
CP-3;19;2;-5.3716;-7.03474
CP-3;19;3;-5.15063;-6.11482
CP-3;19;4;-5.70138;-7.15167
CP-3;19;5;-4.86953;-6.26405
CP-3;19;6;-6.06607;-7.56123
CP-3;19;7;-5.15028;-6.7637
CP-3;19;8;-5.50064;-6.88244
CP-3;19;9;-5.34379;-6.96391
CP-3;19;10;-6.22603;-7.64559
CP-3;2;1;-5.70299;-7.21096
CP-3;2;2;-5.57823;-7.11347
CP-3;2;3;-5.56458;-6.83964
CP-3;2;4;-5.59596;-6.91195
CP-3;2;5;-5.51868;-6.89586
CP-3;2;6;-5.51794;-7.01944
CP-3;2;7;-5.52531;-7.01964
CP-3;2;8;-5.77659;-7.17095
CP-3;2;9;-5.81173;-7.26017
CP-3;2;10;-5.53588;-6.96308
CP-3;20;1;-5.42406;-6.60752
CP-3;20;2;-5.28885;-6.70041
CP-3;20;3;-5.11457;-6.63132
CP-3;20;4;-5.34508;-6.75211
CP-3;20;5;-4.99925;-6.37976
CP-3;20;6;-4.9669;-6.71618
CP-3;20;7;-5.27739;-6.88065
CP-3;20;8;-4.93025;-6.37784
CP-3;20;9;-5.29752;-6.5808
CP-3;20;10;-5.35019;-6.57744
CP-3;21;1;-5.42922;-6.68174
CP-3;21;2;-5.62273;-6.89796
CP-3;21;3;-5.72717;-6.83414
CP-3;21;4;-5.45628;-6.63982
CP-3;21;5;-5.41502;-6.67474
CP-3;21;6;-5.40668;-6.56021
CP-3;21;7;-5.32736;-6.43712
CP-3;21;8;-4.96582;-6.51556
CP-3;21;9;-5.27958;-6.20875
CP-3;21;10;-5.5409;-6.7412
CP-3;22;1;-3.01576;-5.08123
CP-3;22;2;-3.86211;-5.69578
CP-3;22;3;-4.60975;-5.98764
CP-3;22;4;-4.89837;-5.99891
CP-3;22;5;-4.1022;-5.74364
CP-3;22;6;-4.38173;-5.74775
CP-3;22;7;-4.72936;-6.19388
CP-3;22;8;-4.17523;-5.66297
CP-3;22;9;-4.09236;-5.66093
CP-3;22;10;-4.5124;-6.03118
CP-3;23;1;-4.48603;-5.96923
CP-3;23;2;-4.84784;-6.44475
CP-3;23;3;-5.0216;-6.43674
CP-3;23;4;-4.70418;-6.14579
CP-3;23;5;-5.16138;-6.56545
CP-3;23;6;-4.94049;-6.4288
CP-3;23;7;-5.0076;-6.51666
CP-3;23;8;-4.4074;-6.67871
CP-3;23;9;-4.85093;-6.37089
CP-3;23;10;-4.8505;-6.05385
CP-3;24;1;-6.27251;-7.53234
CP-3;24;2;-4.97858;-6.74255
CP-3;24;3;-5.85501;-7.57568
CP-3;24;4;-6.62442;-7.88757
CP-3;24;5;-6.03338;-7.98509
CP-3;24;6;-4.90487;-6.67112
CP-3;24;7;-5.92643;-7.2269
CP-3;24;8;-6.5435;-8.23423
CP-3;24;9;-6.53495;-8.26956
CP-3;24;10;-6.45025;-8.12007
CP-3;25;1;-4.60949;-5.6445
CP-3;25;2;-4.43697;-5.26419
CP-3;25;3;-4.63898;-5.54674
CP-3;25;4;-4.58162;-5.58222
CP-3;25;5;-4.75223;-5.47247
CP-3;25;6;-2.55432;-4.1269
CP-3;25;7;-3.46822;-4.45293
CP-3;25;8;-4.3635;-5.10581
CP-3;25;9;-4.63935;-5.62274
CP-3;25;10;-3.0972;-4.13092
CP-3;26;1;-3.94475;-5.30687
CP-3;26;2;-3.91272;-5.49054
CP-3;26;3;-3.85446;-5.41373
CP-3;26;4;-4.18096;-5.85689
CP-3;26;5;-4.72082;-6.03354
CP-3;26;6;-5.66982;-7.31715
CP-3;26;7;-4.1553;-5.79091
CP-3;26;8;-6.40991;-8.17805
CP-3;26;9;-5.01316;-6.5683
CP-3;26;10;-3.93123;-5.54307
CP-3;27;1;-5.34322;-7.04736
CP-3;27;2;-5.73163;-7.22318
CP-3;27;3;-4.13566;-6.01644
CP-3;27;4;-5.2438;-6.89321
CP-3;27;5;-4.97434;-7.20327
CP-3;27;6;-5.51172;-6.88227
CP-3;27;7;-5.74208;-7.21128
CP-3;27;8;-5.13605;-7.14186
CP-3;27;9;-5.65097;-7.31017
CP-3;27;10;-6.28707;-7.86093
CP-3;28;1;-5.42302;-6.76579
CP-3;28;2;-4.16132;-5.44035
CP-3;28;3;-5.73463;-6.77069
CP-3;28;4;-4.03875;-5.55941
CP-3;28;5;-4.46236;-5.78131
CP-3;28;6;-4.31772;-5.60594
CP-3;28;7;-4.19901;-5.50756
CP-3;28;8;-4.75589;-5.99027
CP-3;28;9;-4.92;-6.30764
CP-3;28;10;-3.89264;-5.37134
CP-3;29;1;-6.54616;-8.38694
CP-3;29;2;-7.77802;-9.64359
CP-3;29;3;-7.28307;-8.97518
CP-3;29;4;-7.53194;-9.18988
CP-3;29;5;-7.72471;-9.30094
CP-3;29;6;-6.90377;-8.76847
CP-3;29;7;-7.32315;-9.19382
CP-3;29;8;-6.61247;-8.47678
CP-3;29;9;-7.74022;-9.30426
CP-3;29;10;-7.51314;-9.30978
CP-3;3;1;-5.16296;-6.00043
CP-3;3;2;-4.92632;-7.05226
CP-3;3;3;-5.21659;-6.37644
CP-3;3;4;-5.1559;-7.23001
CP-3;3;5;-5.37344;-7.35025
CP-3;3;6;-5.39643;-7.4306
CP-3;3;7;-5.78805;-6.86204
CP-3;3;8;-4.85073;-6.93718
CP-3;3;9;-5.41157;-7.38469
CP-3;3;10;-4.90464;-7.0477
CP-3;30;1;-4.67057;-6.60442
CP-3;30;2;-4.41619;-6.47291
CP-3;30;3;-4.23663;-6.17792
CP-3;30;4;-4.47502;-6.56808
CP-3;30;5;-4.28848;-5.98396
CP-3;30;6;-4.46219;-6.5269
CP-3;30;7;-4.53487;-6.98264
CP-3;30;8;-5.50794;-6.53924
CP-3;30;9;-4.40915;-5.91889
CP-3;30;10;-4.03268;-5.67265
CP-3;31;1;-5.32303;-6.9033
CP-3;31;2;-4.52144;-6.40909
CP-3;31;3;-4.35379;-5.83323
CP-3;31;4;-4.4668;-6.10785
CP-3;31;5;-5.08174;-6.5297
CP-3;31;6;-5.00272;-6.42958
CP-3;31;7;-3.78152;-5.01688
CP-3;31;8;-4.35123;-6.05147
CP-3;31;9;-4.43647;-6.12129
CP-3;31;10;-4.31479;-5.90969
CP-3;32;1;-5.05671;-6.22247
CP-3;32;2;-5.50053;-6.45955
CP-3;32;3;-5.57622;-6.72253
CP-3;32;4;-5.68904;-6.98214
CP-3;32;5;-5.39007;-6.73282
CP-3;32;6;-5.46179;-6.61482
CP-3;32;7;-5.49633;-6.59989
CP-3;32;8;-5.54979;-6.68054
CP-3;32;9;-5.42309;-6.66486
CP-3;32;10;-4.96799;-6.16825
CP-3;33;1;-5.52415;-6.86529
CP-3;33;2;-3.81868;-6.06519
CP-3;33;3;-4.10971;-5.70667
CP-3;33;4;-5.55701;-6.97919
CP-3;33;5;-5.4699;-7.03549
CP-3;33;6;-5.45448;-6.97717
CP-3;33;7;-4.76508;-6.22565
CP-3;33;8;-4.02854;-6.13124
CP-3;33;9;-5.18767;-6.35689
CP-3;33;10;-5.12609;-6.55088
CP-3;34;1;-5.68617;-6.98246
CP-3;34;2;-5.65588;-6.97278
CP-3;34;3;-4.68551;-6.25222
CP-3;34;4;-5.26454;-6.38534
CP-3;34;5;-5.21101;-6.41886
CP-3;34;6;-4.8317;-6.15597
CP-3;34;7;-5.44793;-6.71699
CP-3;34;8;-6.06041;-7.43291
CP-3;34;9;-4.66864;-6.06204
CP-3;34;10;-4.6818;-5.91991
CP-3;35;1;-4.79079;-6.55995
CP-3;35;2;-4.86028;-6.43747
CP-3;35;3;-4.61949;-6.32277
CP-3;35;4;-5.45283;-7.12936
CP-3;35;5;-4.89929;-6.60513
CP-3;35;6;-5.74468;-7.07772
CP-3;35;7;-5.04638;-6.3163
CP-3;35;8;-5.25406;-6.78431
CP-3;35;9;-4.65635;-6.29632
CP-3;35;10;-5.90412;-7.10233
CP-3;36;1;-4.74936;-5.69629
CP-3;36;2;-4.9016;-6.17949
CP-3;36;3;-4.86741;-6.08805
CP-3;36;4;-4.79337;-5.77158
CP-3;36;5;-4.78667;-5.74788
CP-3;36;6;-4.33036;-6.11463
CP-3;36;7;-5.06975;-6.09675
CP-3;36;8;-4.93782;-6.10972
CP-3;36;9;-4.82884;-6.21967
CP-3;36;10;-4.92743;-6.03203
CP-3;37;1;-4.43781;-6.12292
CP-3;37;2;-3.47593;-5.60178
CP-3;37;3;-4.04858;-5.95231
CP-3;37;4;-4.0782;-5.7586
CP-3;37;5;-4.10731;-5.83782
CP-3;37;6;-5.14592;-6.60042
CP-3;37;7;-3.94244;-5.90679
CP-3;37;8;-4.30497;-5.38276
CP-3;37;9;-4.34397;-5.51208
CP-3;37;10;-4.15244;-5.7686
CP-3;38;1;-4.08623;-5.25447
CP-3;38;2;-4.35508;-5.61999
CP-3;38;3;-3.75954;-5.57862
CP-3;38;4;-3.7532;-5.55182
CP-3;38;5;-4.54839;-5.75763
CP-3;38;6;-3.80113;-5.56007
CP-3;38;7;-4.32551;-5.72952
CP-3;38;8;-4.2967;-5.26832
CP-3;38;9;-4.58115;-5.7756
CP-3;38;10;-3.92847;-5.02996
CP-3;39;1;-4.81646;-6.05223
CP-3;39;2;-4.53556;-6.15771
CP-3;39;3;-4.23655;-5.47618
CP-3;39;4;-4.48635;-5.76256
CP-3;39;5;-4.3601;-5.63848
CP-3;39;6;-4.10272;-5.54817
CP-3;39;7;-4.21093;-5.35371
CP-3;39;8;-3.79183;-5.14644
CP-3;39;9;-4.58053;-5.72335
CP-3;39;10;-4.27959;-5.43358
CP-3;4;1;-5.00987;-6.5395200000000004
CP-3;4;2;-4.62851;-5.81968
CP-3;4;3;-4.839;-6.25208
CP-3;4;4;-4.71889;-6.26396
CP-3;4;5;-4.42662;-5.68777
CP-3;4;6;-4.72348;-5.87965
CP-3;4;7;-4.8246;-6.44616
CP-3;4;8;-4.8177;-5.95612
CP-3;4;9;-5.00173;-6.51044
CP-3;4;10;-4.50735;-5.59981
CP-3;40;1;-4.61816;-5.76776
CP-3;40;2;-4.60128;-5.99946
CP-3;40;3;-4.66365;-5.88111
CP-3;40;4;-5.22136;-6.59183
CP-3;40;5;-3.61281;-5.24204
CP-3;40;6;-4.62811;-6.12391
CP-3;40;7;-4.64011;-6.02511
CP-3;40;8;-4.45934;-5.84809
CP-3;40;9;-4.77263;-6.27861
CP-3;40;10;-4.79854;-5.99719
CP-3;41;1;-4.11755;-5.23612
CP-3;41;2;-4.23675;-5.59383
CP-3;41;3;-4.23856;-5.83614
CP-3;41;4;-4.36251;-5.44056
CP-3;41;5;-4.0057;-5.26497
CP-3;41;6;-4.18379;-5.84044
CP-3;41;7;-4.1366;-5.59731
CP-3;41;8;-3.51189;-5.19495
CP-3;41;9;-3.91426;-5.74726
CP-3;41;10;-4.38547;-5.67955
CP-3;42;1;-6.37483;-8.11356
CP-3;42;2;-4.565;-5.6703
CP-3;42;3;-4.44727;-5.67406
CP-3;42;4;-3.9965;-5.50956
CP-3;42;5;-4.02056;-5.2462
CP-3;42;6;-4.55413;-5.69143
CP-3;42;7;-4.51878;-5.63096
CP-3;42;8;-4.27658;-5.47905
CP-3;42;9;-4.44695;-5.89143
CP-3;42;10;-4.47443;-5.83371
CP-3;43;1;-3.63033;-5.21041
CP-3;43;2;-4.4744;-5.99043
CP-3;43;3;-2.79269;-4.30249
CP-3;43;4;-3.88406;-5.79472
CP-3;43;5;-4.29496;-5.59979
CP-3;43;6;-4.34818;-6.16333
CP-3;43;7;-4.01413;-5.45254
CP-3;43;8;-3.79669;-5.49855
CP-3;43;9;-4.93562;-6.33459
CP-3;43;10;-5.00247;-6.56334
CP-3;44;1;-4.15592;-5.85988
CP-3;44;2;-4.86937;-6.17278
CP-3;44;3;-4.23282;-5.80461
CP-3;44;4;-4.17562;-5.68529
CP-3;44;5;-4.0701;-5.84329
CP-3;44;6;-4.36928;-5.76833
CP-3;44;7;-4.14581;-5.4526
CP-3;44;8;-4.35953;-5.77867
CP-3;44;9;-3.90593;-5.73046
CP-3;44;10;-4.56644;-5.96221
CP-3;45;1;-4.99349;-6.69488
CP-3;45;2;-5.97597;-7.61779
CP-3;45;3;-5.44846;-7.16869
CP-3;45;4;-4.80736;-6.08274
CP-3;45;5;-5.77299;-7.37255
CP-3;45;6;-5.19895;-6.37893
CP-3;45;7;-5.23729;-6.7828
CP-3;45;8;-5.55607;-7.39414
CP-3;45;9;-5.35325;-6.86625
CP-3;45;10;-5.67453;-7.40748
CP-3;46;1;-4.70674;-6.14488
CP-3;46;2;-4.68237;-5.99636
CP-3;46;3;-4.53442;-5.98219
CP-3;46;4;-4.68584;-5.98008
CP-3;46;5;-4.50424;-5.85427
CP-3;46;6;-5.07394;-6.45239
CP-3;46;7;-4.63248;-5.83071
CP-3;46;8;-4.69424;-6.1810600000000004
CP-3;46;9;-4.24786;-5.76477
CP-3;46;10;-4.71248;-5.96627
CP-3;47;1;-4.63989;-6.14567
CP-3;47;2;-4.15885;-5.94047
CP-3;47;3;-4.49285;-5.91344
CP-3;47;4;-5.03157;-6.6494
CP-3;47;5;-4.6222;-6.02374
CP-3;47;6;-5.01645;-6.61843
CP-3;47;7;-4.32817;-5.90586
CP-3;47;8;-4.73862;-6.34416
CP-3;47;9;-4.50249;-5.97768
CP-3;47;10;-5.21307;-6.68541
CP-3;48;1;-5.1516;-7.27019
CP-3;48;2;-5.31642;-7.32458
CP-3;48;3;-4.09833;-6.45946
CP-3;48;4;-6.03288;-7.63472
CP-3;48;5;-5.12083;-7.32443
CP-3;48;6;-6.2104799999999996;-7.63265
CP-3;48;7;-5.41213;-7.36781
CP-3;48;8;-6.20234;-7.80816
CP-3;48;9;-6.16236;-7.86043
CP-3;48;10;-4.96118;-6.22799
CP-3;49;1;-5.58002;-6.86895
CP-3;49;2;-5.29954;-6.67078
CP-3;49;3;-4.45118;-5.63155
CP-3;49;4;-5.76069;-7.03565
CP-3;49;5;-6.00699;-7.36641
CP-3;49;6;-5.46126;-6.58077
CP-3;49;7;-5.70297;-7.04986
CP-3;49;8;-5.85387;-7.16135
CP-3;49;9;-3.65184;-5.13931
CP-3;49;10;-6.07337;-7.26424
CP-3;5;1;-4.32292;-6.16801
CP-3;5;2;-5.01629;-6.91825
CP-3;5;3;-4.40982;-6.0236
CP-3;5;4;-4.4197;-6.11786
CP-3;5;5;-4.64955;-6.15107
CP-3;5;6;-4.07814;-5.63413
CP-3;5;7;-4.90759;-6.17359
CP-3;5;8;-3.93479;-5.20035
CP-3;5;9;-5.10686;-6.59851
CP-3;5;10;-4.24677;-6.10478
CP-3;50;1;-3.81077;-4.98469
CP-3;50;2;-3.84071;-6.09277
CP-3;50;3;-3.4811;-5.75409
CP-3;50;4;-4.19005;-5.55665
CP-3;50;5;-3.38521;-4.83919
CP-3;50;6;-3.40767;-4.90733
CP-3;50;7;-4.05457;-5.39645
CP-3;50;8;-3.36586;-4.87578
CP-3;50;9;-4.14195;-6.27204
CP-3;50;10;-4.00732;-6.02754
CP-3;6;1;-3.98208;-5.63824
CP-3;6;2;-5.31838;-6.72784
CP-3;6;3;-5.43277;-6.68939
CP-3;6;4;-4.30358;-5.81419
CP-3;6;5;-5.10047;-6.50353
CP-3;6;6;-4.77098;-6.057
CP-3;6;7;-3.9535;-5.13914
CP-3;6;8;-4.8261;-6.1754
CP-3;6;9;-4.39459;-5.70377
CP-3;6;10;-4.62845;-5.83519
CP-3;7;1;-5.11418;-6.56443
CP-3;7;2;-5.67812;-7.23015
CP-3;7;3;-5.70946;-7.09146
CP-3;7;4;-5.6143;-7.19627
CP-3;7;5;-5.33866;-7.21605
CP-3;7;6;-5.79011;-7.15428
CP-3;7;7;-5.88801;-7.13098
CP-3;7;8;-5.74005;-7.04538
CP-3;7;9;-5.76718;-7.78366
CP-3;7;10;-5.07557;-7.4008
CP-3;8;1;-5.4935;-6.83257
CP-3;8;2;-5.54798;-6.81203
CP-3;8;3;-5.32464;-6.35932
CP-3;8;4;-5.12426;-6.52867
CP-3;8;5;-5.15291;-6.09662
CP-3;8;6;-5.42881;-6.94116
CP-3;8;7;-5.39216;-6.7641
CP-3;8;8;-4.66509;-5.90405
CP-3;8;9;-5.53271;-6.82274
CP-3;8;10;-5.33054;-6.89144
CP-3;9;1;-4.60185;-6.02903
CP-3;9;2;-4.19545;-5.76472
CP-3;9;3;-4.67612;-5.93126
CP-3;9;4;-4.57859;-6.12691
CP-3;9;5;-4.72273;-5.59638
CP-3;9;6;-4.93644;-6.50729
CP-3;9;7;-5.06351;-6.41343
CP-3;9;8;-4.08554;-6.28044
CP-3;9;9;-4.61753;-5.67611
CP-3;9;10;-4.33756;-6.43994
CP-4;0;1;-7.65618;-9.31136
CP-4;0;2;-6.88215;-8.62096
CP-4;0;3;-7.02383;-8.73949
CP-4;0;4;-7.19907;-9.34562
CP-4;0;5;-6.49284;-8.61081
CP-4;0;6;-7.75839;-9.42912
CP-4;0;7;-7.58064;-9.74672
CP-4;0;8;-6.68247;-8.95181
CP-4;0;9;-7.37868;-9.16221
CP-4;0;10;-6.69689;-8.75237
CP-4;1;1;-4.25473;-5.72821
CP-4;1;2;-3.94224;-5.56129
CP-4;1;3;-4.14283;-5.4138
CP-4;1;4;-3.60335;-5.11163
CP-4;1;5;-3.62525;-5.24704
CP-4;1;6;-3.55675;-5.12284
CP-4;1;7;-3.61366;-5.21771
CP-4;1;8;-3.66586;-5.66647
CP-4;1;9;-3.47221;-4.81633
CP-4;1;10;-3.35026;-5.06895
CP-4;10;1;-5.39591;-6.95318
CP-4;10;2;-5.07815;-7.30183
CP-4;10;3;-5.84879;-7.19168
CP-4;10;4;-5.45073;-7.02092
CP-4;10;5;-4.97418;-7.25435
CP-4;10;6;-4.97018;-6.48981
CP-4;10;7;-4.55895;-6.45471
CP-4;10;8;-5.99226;-7.49512
CP-4;10;9;-5.60954;-7.14271
CP-4;10;10;-5.25344;-6.85986
CP-4;11;1;-3.26985;-4.73609
CP-4;11;2;-3.35081;-4.82583
CP-4;11;3;-2.25033;-4.3674
CP-4;11;4;-3.44035;-4.9474
CP-4;11;5;-3.0088;-5.00261
CP-4;11;6;-3.086;-5.03377
CP-4;11;7;-2.4287;-4.55605
CP-4;11;8;-2.7062;-4.8799
CP-4;11;9;-3.45524;-4.9083
CP-4;11;10;-3.05337;-5.00224
CP-4;12;1;-3.39703;-4.8778
CP-4;12;2;-3.46917;-4.92862
CP-4;12;3;-3.22938;-4.7323
CP-4;12;4;-3.63014;-5.10257
CP-4;12;5;-3.78576;-5.18351
CP-4;12;6;-3.87852;-5.30871
CP-4;12;7;-3.83564;-5.04036
CP-4;12;8;-3.77722;-5.04609
CP-4;12;9;-3.83803;-5.41582
CP-4;12;10;-3.19736;-4.73521
CP-4;13;1;-2.7126;-4.85838
CP-4;13;2;-2.52977;-4.81375
CP-4;13;3;-3.10388;-4.61731
CP-4;13;4;-2.77602;-4.58302
CP-4;13;5;-3.11957;-4.32706
CP-4;13;6;-2.35889;-4.32324
CP-4;13;7;-3.41209;-5.12586
CP-4;13;8;-3.14568;-4.89584
CP-4;13;9;-2.51777;-4.54643
CP-4;13;10;-2.52826;-5.01441
CP-4;14;1;-4.03452;-6.01592
CP-4;14;2;-4.62074;-6.52763
CP-4;14;3;-4.50027;-6.39506
CP-4;14;4;-3.51234;-5.65041
CP-4;14;5;-4.69649;-6.14022
CP-4;14;6;-5.2214;-6.54576
CP-4;14;7;-5.25625;-6.67488
CP-4;14;8;-3.31452;-5.74673
CP-4;14;9;-5.05972;-6.58079
CP-4;14;10;-3.98136;-5.92066
CP-4;15;1;-4.04629;-5.84496
CP-4;15;2;-4.75449;-6.22254
CP-4;15;3;-3.49582;-5.68928
CP-4;15;4;-4.02925;-5.71346
CP-4;15;5;-4.51681;-6.15388
CP-4;15;6;-4.12564;-5.94297
CP-4;15;7;-4.8049;-6.29641
CP-4;15;8;-3.87245;-5.93025
CP-4;15;9;-3.96538;-5.60445
CP-4;15;10;-3.85643;-5.62731
CP-4;16;1;-3.1635;-5.44641
CP-4;16;2;-5.31127;-6.8425
CP-4;16;3;-4.5866;-5.99597
CP-4;16;4;-5.52265;-6.75661
CP-4;16;5;-5.2671;-6.67264
CP-4;16;6;-5.48014;-7.03163
CP-4;16;7;-3.33189;-5.59262
CP-4;16;8;-5.35535;-6.62221
CP-4;16;9;-4.814;-6.29649
CP-4;16;10;-3.30129;-5.31564
CP-4;17;1;-3.94502;-6.31728
CP-4;17;2;-5.25569;-6.83342
CP-4;17;3;-5.0474;-6.49413
CP-4;17;4;-4.40781;-6.10241
CP-4;17;5;-5.1038;-6.65803
CP-4;17;6;-5.81287;-7.0566700000000004
CP-4;17;7;-3.65239;-5.7275
CP-4;17;8;-4.45475;-6.36037
CP-4;17;9;-3.9412;-5.98696
CP-4;17;10;-5.59101;-6.81787
CP-4;18;1;-2.82475;-4.91247
CP-4;18;2;-3.34039;-5.26126
CP-4;18;3;-4.50848;-6.0223
CP-4;18;4;-4.63064;-6.09166
CP-4;18;5;-3.64132;-5.36786
CP-4;18;6;-5.38045;-6.72191
CP-4;18;7;-5.52334;-6.8483
CP-4;18;8;-3.99289;-5.62526
